School_Id,Org_Name,Telephone,Fax,Email,Contact,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened,Region
2976,Redwood School (Tawa),NA,NA,NA,NA,http://www.redwood.school.nz,Redwood Avenue ,Tawa,Wellington,PO Box 51142,Tawa,Wellington,5249,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Hauāuru,247900,Tawa Central,Takapū/Northern General Ward,-41.182092,174.821898,Yes,377,00:00.0,287,194,35,21,88,11,3,0,0.17,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
2977,Redwoodtown School,NA,NA,NA,NA,http://www.redwoodtown.school.nz,90 Cleghorn Street ,Redwoodtown,Blenheim,90 Cleghorn Street,Redwoodtown,Blenheim,7201,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,308200,Redwoodtown West,Blenheim General Ward,-41.530202,173.953141,Yes,493,00:00.0,289,168,72,35,52,16,3,0,0.49,All students taught in English/other setting,No,No,Open,00:00.0,Marlborough Region
2978,Renwick School,NA,NA,NA,NA,http://www.renwick.school.nz/,26 Havelock Street ,,Renwick,26 Havelock Street,,Renwick,7204,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307100,Renwick,Wairau-Awatere General Ward,-41.5082,173.831527,Yes,449,00:00.0,409,367,70,9,8,5,0,0,0.59,Some students taught in te reo Māori,No,No,Open,1861-01-01 00:00:00.0000000,Marlborough Region
2979,Rewa Rewa School,NA,NA,NA,NA,http://www.rewarewa.school.nz,Padnell Crescent ,Newlands,Wellington,Padnell Crescent,Paparangi,Wellington,6037,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,248701,Paparangi,Takapū/Northern General Ward,-41.220507,174.818949,Yes,392,00:00.0,128,61,19,13,53,7,1,0,0.27,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
2980,Te Kura o Tawatawa - Ridgway School,NA,NA,NA,NA,http://www.ridgway.school.nz/,Mornington Road ,Brooklyn,Wellington,Mornington Road,Brooklyn,Wellington,6021,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,252800,Kingston-Mornington-Vogeltown,Paekawakawa/Southern General Ward,-41.315749,174.764465,Yes,380,00:00.0,209,167,19,12,35,11,2,0,0.13,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
2981,Riverlands School,NA,NA,NA,NA,http://www.riverlands.school.nz,21 School Road ,,Blenheim,21 School Road RD 4,,Blenheim,7274,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,308500,Riverlands,Blenheim General Ward,-41.523836,173.98502,Yes,467,00:00.0,169,139,49,7,15,8,0,0,0.5,All students taught in English/other setting,No,Yes,Open,00:00.0,Marlborough Region
2982,Roseneath School,NA,NA,NA,NA,http://www.roseneath.school.nz,Maida Vale Road ,Roseneath,Wellington,Maida Vale Road,Roseneath,Wellington,6011,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,252600,Roseneath,Motukairangi/Eastern General Ward,-41.287468,174.802491,No,378,00:00.0,75,59,3,2,14,8,4,0,0.13,All students taught in English/other setting,No,No,Open,1898-01-26 00:00:00.0000000,Wellington Region
2983,Russell School (Porirua East),NA,NA,NA,NA,,18 Fantame Street ,Cannons Creek,Porirua,18 Fantame Street,Cannons Creek,Porirua,5024,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,241000,Cannons Creek East,Onepoto General Ward,-41.134335,174.872214,No,509,00:00.0,103,9,36,74,10,6,0,0,0.13,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Wellington Region
2984,Sacred Heart School (Petone),NA,NA,NA,NA,http://www.sacredheartpetone.school.nz,33 Britannia Street ,Petone,Lower Hutt,PO Box 38146,Wellington Mail Centre,Lower Hutt,5045,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,244700,Petone East,Harbour Ward,-41.223267,174.880174,Yes,415,00:00.0,145,85,30,44,28,1,1,0,0.1,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
2985,Sacred Heart Cathedral School,NA,NA,NA,NA,http://sacred-heart.school.nz,Guilford Terrace ,Thorndon,Wellington,Guilford Terrace,Thorndon,Wellington,6011,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250902,Thorndon South,Pukehīnau/Lambton General Ward,-41.275814,174.77573,No,375,00:00.0,223,104,14,50,94,17,1,0,0.05,All students taught in English/other setting,No,No,Open,1899-01-26 00:00:00.0000000,Wellington Region
2987,Seatoun School,NA,NA,NA,NA,http://www.seatoun.school.nz/,59 Burnham Street ,Seatoun,Wellington,59 Burnham Street,Seatoun,Wellington,6022,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,255200,Seatoun,Motukairangi/Eastern General Ward,-41.326459,174.836841,Yes,356,00:00.0,361,300,26,16,65,17,4,1,0.26,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
2988,Seddon School,NA,NA,NA,NA,http://www.seddon.school.nz,Redwood Street ,,Seddon,17 Redwood Street,,Seddon,7210,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307000,Awatere,Wairau-Awatere General Ward,-41.675517,174.072938,No,440,00:00.0,121,104,27,2,0,0,0,0,0.93,All students taught in English/other setting,No,No,Open,1883-02-01 00:00:00.0000000,Marlborough Region
2989,Shannon School,NA,NA,NA,NA,http://www.shannon.school.nz,Grey Street ,,Shannon,1 Grey Street,,Shannon,4821,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Rangitīkei,Te Tai Hauāuru,235400,Shannon,Miranui General Ward,-40.544754,175.414881,No,517,00:00.0,122,62,71,10,2,2,0,0,0.54,Some students taught in te reo Māori,No,No,Open,1889-07-17 00:00:00.0000000,Manawatū-Whanganui Region
2990,Silverstream School,NA,NA,NA,NA,http://www.silverstream.school.nz,Whitemans Road ,Silverstream,Upper Hutt,Whitemans Road,Silverstream,Upper Hutt,5019,Large urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,241800,Silverstream (Upper Hutt City),Area Outside Ward,-41.148127,175.012662,Yes,393,00:00.0,454,326,86,50,95,32,2,0,0.22,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
2991,Solway School,NA,NA,NA,NA,http://www.solway.school.nz/,318 Ngaumutawa Road ,Solway,Masterton,318 Ngaumutawa Road,Solway,Masterton,5810,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,256200,Solway South,Masterton/Whakaoriori General Ward,-40.960548,175.612664,Yes,463,00:00.0,214,167,69,11,8,4,0,0,0.9,All students taught in English/other setting,No,Yes,Open,00:00.0,Wellington Region
2992,South End School,NA,NA,NA,NA,http://southend.school.nz,275 High Street South ,,Carterton,275 High Street South,,Carterton,5713,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Carterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,257100,Carterton South,Area Outside Ward,-41.033977,175.519194,Yes,450,00:00.0,181,165,38,1,12,2,2,0,0.7,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
2993,South Featherston School,NA,NA,NA,NA,http://southfeatherston.school.nz/,45 South Featherston Road ,,Featherston,45 South Featherston Road RD 1,,Featherston,5771,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,South Wairarapa District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,257400,Kahutara,Featherston Ward,-41.13851,175.35182,Yes,457,00:00.0,59,51,14,1,3,1,1,0,0.63,All students taught in English/other setting,No,No,Open,1899-02-06 00:00:00.0000000,Wellington Region
2994,South Wellington Intermediate,NA,NA,NA,NA,http://www.swis.school.nz,30 Waripori Street ,Newtown,Wellington,30 Waripori Street,Berhampore,Wellington,6023,Major urban area,Intermediate,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,253000,Newtown West,Paekawakawa/Southern General Ward,-41.318187,174.780255,No,400,00:00.0,336,258,46,28,57,22,3,0,0.15,All students taught in English/other setting,No,No,Open,1896-01-26 00:00:00.0000000,Wellington Region
2995,Spring Creek School,NA,NA,NA,NA,http://www.springcreek.school.nz,52 Ferry Road ,,Spring Creek,52 Ferry Road,,Spring Creek,7202,Rural settlement,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307400,Spring Creek-Grovetown,Wairau-Awatere General Ward,-41.458482,173.968679,No,498,00:00.0,48,40,12,3,0,1,0,0,0.54,All students taught in English/other setting,No,No,Open,1873-01-26 00:00:00.0000000,Marlborough Region
2996,Springlands School,NA,NA,NA,NA,http://www.springlands.school.nz,Murphys Road ,,Blenheim,Murphys Road,Springlands,Blenheim,7201,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307501,Springlands,Blenheim General Ward,-41.507008,173.932774,Yes,435,00:00.0,328,240,66,13,39,19,3,0,0.47,All students taught in English/other setting,No,Yes,Open,1886-01-26 00:00:00.0000000,Marlborough Region
2997,St Annes School (Newtown),NA,NA,NA,NA,http://www.st-annes.school.nz,14 Daniell Street ,Newtown,Wellington,14 Daniell Street,Newtown,Wellington,6021,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,252900,Newtown North,Paekawakawa/Southern General Ward,-41.311289,174.781642,No,435,00:00.0,214,14,9,66,128,17,0,0,0.13,All students taught in English/other setting,No,No,Open,1890-01-26 00:00:00.0000000,Wellington Region
2998,St Anthony's School (Pahiatua),NA,NA,NA,NA,http://www.stanthony.ac.nz,24 Wakeman Street ,,Pahiatua,24 Wakeman Street,,Pahiatua,4910,Small urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233600,Pahiatua,South Tararua General Ward,-40.453435,175.844844,No,441,00:00.0,118,106,22,3,8,1,1,0,0.71,All students taught in English/other setting,No,No,Open,00:00.0,Manawatū-Whanganui Region
2999,St Anthony's School (Seatoun),NA,NA,NA,NA,http://www.stants.school.nz,10 Ludlam Street ,Seatoun,Wellington,10 Ludlam Street,Seatoun,Wellington,6022,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,255200,Seatoun,Motukairangi/Eastern General Ward,-41.323844,174.829603,No,391,00:00.0,37,22,1,5,15,3,1,0,0.24,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3000,St Benedict's School (Khandallah),NA,NA,NA,NA,http://www.st-benedicts.school.nz,50 Nicholson Road ,Khandallah,Wellington,50 Nicholson Road,Khandallah,Wellington,6035,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,250200,Khandallah South,Wharangi/Onslow-Western General Ward,-41.249506,174.79143,No,350,00:00.0,205,174,5,7,46,19,2,0,0.2,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3001,St Bernadette's School (Naenae),NA,NA,NA,NA,http://www.stbs.school.nz,190 Naenae Road ,Naenae,Lower Hutt,190 Naenae Road,Naenae,Lower Hutt,5011,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,245400,Naenae Central,Eastern Ward,-41.201424,174.953131,No,488,00:00.0,118,14,10,68,29,17,1,0,0.13,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3004,St Brendan's School (Heretaunga),NA,NA,NA,NA,http://www.stbrendans.school.nz/,56 Palmer Crescent ,Heretaunga,Upper Hutt,56 Palmer Crescent,Silverstream,Upper Hutt,5019,Large urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,241400,Heretaunga,Area Outside Ward,-41.139254,175.0318,No,391,00:00.0,265,139,21,32,107,12,2,0,0.12,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3005,St Brigids School (Johnsonville),NA,NA,NA,NA,http://www.stbrigids.school.nz,9-11 Phillip Street ,Johnsonville,Wellington,11 Phillip Street,Johnsonville,Wellington,6037,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,248900,Johnsonville Central,Takapū/Northern General Ward,-41.222341,174.801906,No,372,00:00.0,276,78,19,22,176,29,0,0,0.25,All students taught in English/other setting,No,Yes,Open,00:00.0,Wellington Region
3006,St Francis De Sales School (Is Bay),NA,NA,NA,NA,http://www.sfds.school.nz,11 Mersey Street ,Island Bay,Wellington,11 Mersey Street,Island Bay,Wellington,6023,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254000,Island Bay East,Paekawakawa/Southern General Ward,-41.337887,174.77506,No,395,00:00.0,185,86,19,16,67,21,3,0,0.2,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3007,St Francis Xavier School (Tawa),NA,NA,NA,NA,http://www.sfxtawa.school.nz,Main Road ,Tawa,Wellington,Main Road,Tawa,Wellington,5028,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Hauāuru,247900,Tawa Central,Takapū/Northern General Ward,-41.179001,174.824816,No,402,00:00.0,147,50,9,60,52,10,1,0,0.18,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3008,St Joseph's School (Levin),NA,NA,NA,NA,https://www.stjoeslevin.school.nz/,48 Weraroa Road ,,Levin,PO Box 655,,Levin,5540,Medium urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,235200,Levin Central,Levin General Ward,-40.624201,175.278813,No,462,00:00.0,187,43,41,73,52,8,2,0,0.6,All students taught in English/other setting,No,No,Open,00:00.0,Manawatū-Whanganui Region
3011,St Joseph's School (Upper Hutt),NA,NA,NA,NA,http://www.stjosephsuh.school.nz,Pine Avenue ,,Upper Hutt,PO Box 40448,,Upper Hutt,5140,Large urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,243000,Upper Hutt Central,Area Outside Ward,-41.123463,175.068515,No,411,00:00.0,531,235,79,64,232,21,3,0,0.01,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Wellington Region
3012,St Mary's School (Blenheim),NA,NA,NA,NA,https://stmb.school.nz/,3 Stephenson Street ,,Blenheim,3 Stephenson Street,,Blenheim,7201,Medium urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,308100,Whitney East,Blenheim General Ward,-41.517618,173.952782,No,440,00:00.0,168,60,30,31,73,4,1,0,0.45,All students taught in English/other setting,No,No,Open,00:00.0,Marlborough Region
3013,St Mary's School (Carterton),NA,NA,NA,NA,http://www.saintmarys.school.nz,4 King Street ,,Carterton,4 King Street,,Carterton,5713,Small urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Carterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,257100,Carterton South,Area Outside Ward,-41.03069,175.523697,No,433,00:00.0,117,106,16,13,8,2,0,0,0.71,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3015,St Michael's School (Taita),NA,NA,NA,NA,http://www.stmichaels.school.nz,Cooper Street ,Taita,Lower Hutt,Cooper Street,Taita,Lower Hutt,5011,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,244100,Taita North,Northern Ward,-41.177116,174.960972,No,476,00:00.0,122,20,14,87,19,5,0,0,0.17,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3016,St Patrick's School (Masterton),NA,NA,NA,NA,http://www.stpatsmstn.school.nz,132 Chapel Street ,,Masterton,PO Box 2021,Kuripuni,Masterton,5842,Medium urban area,Contributing,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,256000,Kuripuni,Masterton/Whakaoriori General Ward,-40.95265,175.653523,No,439,00:00.0,215,99,39,23,81,6,1,0,0.93,All students taught in English/other setting,No,Yes,Open,1887-01-26 00:00:00.0000000,Wellington Region
3017,Our Lady of Kapiti School,NA,NA,NA,NA,http://www.olok.school.nz,20 Milne Drive ,,Paraparaumu,3 Presentation Way,,Paraparaumu,5032,Medium urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,237800,Paraparaumu Central,Paraparaumu Ward,-40.907413,174.996503,Yes,402,00:00.0,279,207,25,20,70,21,1,0,0.16,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3018,St Claudine Thevenet School,NA,NA,NA,NA,http://www.stclaudine.school.nz,Rata Street ,Wainuiomata,Lower Hutt,Rata Street,Wainuiomata,Lower Hutt,5014,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Ikaroa-Rāwhiti,247100,Wainuiomata Central,Wainuiomata Ward,-41.257632,174.938944,No,447,00:00.0,178,23,37,59,62,5,0,0,0.21,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3019,St Patrick's School (Kilbirnie),NA,NA,NA,NA,,5 Childers Terrace ,Kilbirnie,Wellington,5 Childers Terrace,Kilbirnie,Wellington,6022,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,253700,Kilbirnie Central,Motukairangi/Eastern General Ward,-41.3172,174.794345,No,433,00:00.0,119,11,6,16,76,17,1,0,0.15,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3020,St Peter Chanel School (Otaki),NA,NA,NA,NA,,Convent Road ,,Ōtaki,Convent Road,,Ōtaki,5512,Small urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,236500,Ōtaki,Ōtaki Ward,-40.746593,175.142068,No,562,00:00.0,19,5,19,6,0,0,0,0,0.48,All students taught in te reo Māori,No,No,Open,1894-04-15 00:00:00.0000000,Wellington Region
3021,Sts Peter and Paul School (L Hutt),NA,NA,NA,NA,http://www.stpeterpaul.school.nz,Myrtle Street ,,Lower Hutt,Myrtle Street,,Lower Hutt,5010,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,244800,Hutt Central South,Central Ward,-41.211464,174.905744,No,380,00:00.0,431,163,41,40,237,24,1,0,0.02,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3022,St Pius X School (Titahi Bay),NA,NA,NA,NA,http://www.saintpius.school.nz/,Tuki Street ,Titahi Bay,Porirua,PO Box 52034,Titahi Bay,Porirua,5242,Large urban area,Contributing,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,239200,Titahi Bay South,Onepoto General Ward,-41.111479,174.836614,No,477,00:00.0,17,2,8,7,4,0,0,0,0.09,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3023,St Teresa's School (Featherston),NA,NA,NA,NA,http://www.teresas.school.nz,63 Bell Street ,,Featherston,63 Bell Street,,Featherston,5710,Small urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,South Wairarapa District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,257500,Featherston,Featherston Ward,-41.115136,175.328753,No,453,00:00.0,108,85,33,8,13,3,1,0,0.6,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3024,St Teresa's School (Karori),NA,NA,NA,NA,http://www.stteresas.ac.nz,299 Karori Road ,Karori,Wellington,299 Karori Road,Karori,Wellington,6012,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250401,Karori South,Wharangi/Onslow-Western General Ward,-41.28588,174.734099,No,390,00:00.0,124,53,12,13,56,11,2,0,0.18,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Wellington Region
3025,St Theresa's School (Plimmerton),NA,NA,NA,NA,http://www.st-theresas.school.nz,James Street ,Plimmerton,Porirua,James Street,Plimmerton,Porirua,5026,Large urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,239000,Plimmerton,Pāuatahanui General Ward,-41.084429,174.869303,No,368,00:00.0,190,144,16,18,36,8,4,0,0.2,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3029,Tairangi School,NA,NA,NA,NA,http://www.tairangi.school.nz,Omapere Street ,Waitangirua,Porirua,Omapere Street,Waitangirua,Porirua,5024,Large urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,240801,Waitangirua Tairangi,Onepoto General Ward,-41.121953,174.881475,No,512,00:00.0,141,25,46,93,16,4,0,0,0.14,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3030,Taita Central School,NA,NA,NA,NA,http://www.taitacentral.school.nz,33A Churton Crescent ,Taita,Lower Hutt,Churton Crescent,Taita,Lower Hutt,5011,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,244600,Taita South,Northern Ward,-41.180931,174.955351,No,504,00:00.0,107,25,46,61,11,1,1,0,0.16,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3031,Avalon Intermediate,NA,NA,NA,NA,http://avalonintermediate.school.nz,1041 High Street ,Avalon,Lower Hutt,1041 High Street,Avalon,Lower Hutt,5011,Major urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,244400,Avalon West,Central Ward,-41.188995,174.950964,Yes,509,00:00.0,168,50,68,59,26,7,5,0,0.14,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3032,Taitoko School,NA,NA,NA,NA,http://www.taitoko.school.nz,Kinross Street ,,Levin,PO Box 1011,,Levin,5540,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,235800,Taitoko,Levin General Ward,-40.638307,175.289795,No,541,00:00.0,231,86,148,67,2,2,3,0,0.62,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Manawatū-Whanganui Region
